48,9196960162827;24,7075765393904;1424188680
48,9196957648256;24,7075767070285;1424188682
48,9196957648256;24,7075767070285;1424188683
48,9197194856116;24,707498839148;1424188709
48,9197354531371;24,7074508946619;1424188711
48,919746894435;24,7074160259447;1424188713
48,919757539452;24,7073840908936;1424188719
48,9197789133051;24,707358693727;1424188722
48,9197899355077;24,7072180453918;1424188723
48,9197862055608;24,7070421930633;1424188724
48,9198430348643;24,7069344856075;1424188725
48,9199242974156;24,7067593038312;1424188726
48,9199992316299;24,7066226788095;1424188727
48,9200467151114;24,7065372672162;1424188728
48,9200928155788;24,7064605728022;1424188729
48,9201708091879;24,7064090240977;1424188730
48,9202141855368;24,7063209302953;1424188731
48,9202842582473;24,7062314953885;1424188732
48,9203112479755;24,7061223630092;1424188733
48,9203789737531;24,706034688302;1424188734
48,9204780059391;24,7059418168149;1424188735
48,9205198316359;24,7058968898139;1424188736
48,9205562090957;24,705833857902;1424188737
48,9205814805337;24,705783482664;1424188738
48,9206228033164;24,7057723347328;1424188739
48,9206454763645;24,7057428304336;1424188740
48,920685332314;24,7056888509772;1424188741
48,9207333187097;24,7056335304163;1424188746
48,9207637450182;24,7056182753525;1424188748
48,9207786228963;24,7055744379989;1424188751
48,9207940036887;24,7055481188229;1424188753
48,9207944646933;24,7055119090012;1424188755
48,9207778266155;24,7054828237972;1424188760
48,9207612304473;24,7054529004029;1424188762
48,9207479032212;24,7054173611335;1424188764
48,9207298402199;24,7053726855896;1424188766
48,9207105199331;24,705347372242;1424188767
48,9206974860736;24,7053116653345;1424188768
48,9206805965387;24,7052748687795;1424188769
48,9206629945421;24,7052281815789;1424188770
48,9206481585735;24,7051761299602;1424188771
48,9206459792786;24,7051243297986;1424188772
48,9206382260182;24,7050718590847;1424188773
48,9206219232165;24,7050172928951;1424188774
48,9204807300576;24,7048154566667;1424188775
48,9203224797257;24,7046807594827;1424188776
48,9203044167244;24,7046197392277;1424188777
48,9202473359638;24,7045430448136;1424188778
48,9202036243388;24,704440869414;1424188779
48,9201283548483;24,7043267078928;1424188780
48,920074710668;24,7041908372424;1424188781
48,9200424822503;24,7041442338607;1424188782
48,919991604098;24,7040433995656;1424188783
48,9200134389558;24,7039846424243;1424188784
48,91993343369;24,7039112169526;1424188785
48,9199260995248;24,7038433235369;1424188786
48,9198598824897;24,7037579957626;1424188787
48,9198492793822;24,7036670521132;1424188788
48,9198351558753;24,7036067024103;1424188790
48,9198029274577;24,7035812214247;1424188791
48,9197938330927;24,7035358753285;1424188793
48,9197785361194;24,7035014257065;1424188794
48,9197484869966;24,7034351248524;1424188795
48,9197188150593;24,7034057043723;1424188796
48,9196873829224;24,7033616993806;1424188797
48,9196597645515;24,7033187002174;1424188798
48,9196241833725;24,7032721806548;1424188799
48,9195981156537;24,7032380663089;1424188800
48,9195651328647;24,7031947318695;1424188801
48,9195310604283;24,703146033012;1424188802
48,919482864485;24,7030516527823;1424188803
48,9194474928537;24,7029885370514;1424188804
48,9194249455341;24,7028900496892;1424188805
48,9193786774286;24,7028333880237;1424188806
